Employee No.,FROM,TO,Designation,Status, Annual Salary ,Station/Place of Assignment,L/V and ABS Without Pay,Separation Cause/d
5179824,6/22/1994,12/31/1994,T-I,Perm.," 46,824.00 ",Lupon East Dist.,,
5179824,1/1/1995,12/31/1995,T-I,Perm.," 58,824.00 ",Lupon East Dist.,,NBC74
5179824,1/1/1996,12/31/1996,T-I,Perm.," 72,156.00 ",Lupon East Dist.,,NBC 448
5179824,1/1/1997,6/21/1997,T-I,Perm.," 87,708.00 ",Gov. Gen. South,,NBC 458 A
5179824,6/22/1997,10/30/1997,T-I,Perm.," 89,196.00 ",Gov. Gen. South,,Step 2/NBC 458 B
5179824,11/1/1997,12/31/1997,T-I,Perm.," 105,852.00 ",Gov. Gen. South,,
5179824,1/1/1998,12/31/1998,T-I,Perm.," 105,852.00 ",Gov. Gen. South,,
5179824,1/1/1999,12/31/1999,T-I,Perm.," 105,852.00 ",Gov. Gen. South,,
5179824,1/1/2000,6/21/2000,T-I,Perm.," 116,436.00 ",Gov. Gen. South,,NBC 468
5179824,6/22/2000,12/31/2000,T-I,Perm.," 119,340.00 ",Gov. Gen. South,,Step 3
5179824,1/1/2001,6/30/2001,T-I,Perm.," 119,340.00 ",Gov. Gen. South,,
5179824,7/1/2001,12/31/2001,T-I,Perm.," 125,304.00 ",Gov. Gen. South,,NBC 474
5179824,1/1/2002,12/31/2002,T-I,Perm.," 125,304.00 ",Gov. Gen. South,,
5179824,1/1/2003,6/21/2003,T-I,Perm.," 125,304.00 ",Gov. Gen. South,,
5179824,6/22/2003,12/31/2003,T-I,Perm.," 128,448.00 ",Gov. Gen. South,,Step 4
5179824,1/1/2004,2/18/2004,T-I,Perm.," 128,448.00 ",Gov. Gen. South,,
5179824,2/19/2004,3/15/2004,T-II,Perm.," 129,576.00 ",Gov. Gen. South,,
5179824,3/16/2004,12/31/2004,ESHT-II,Perm.," 150,552.00 ",Gov. Gen. South,,
5179824,1/1/2005,12/31/2005,ESHT-II,Perm.," 150,552.00 ",Gov. Gen. South,,
5179824,1/1/2006,5/7/2006,ESHT-II,Perm.," 150,552.00 ",Gov. Gen. South,,
5179824,5/8/2006,12/31/2006,ESP-I,Perm.," 190,092.00 ",Gov. Gen. South,,
5179824,1/1/2007,6/30/2007,ESP-I,Perm.," 190,092.00 ",Gov. Gen. South,,
5179824,7/1/2007,12/31/2007,ESP-I,Perm.," 209,100.00 ",Gov. Gen. South,,NBC 511
5179824,1/1/2008,6/30/2008,ESP-I,Perm.," 209,100.00 ",Gov. Gen. South,,
5179824,7/1/2008,12/31/2008,ESP-I,Perm.," 230,016.00 ",Gov. Gen. South,,NBC 516
5179824,1/1/2009,5/7/2009,ESP-I,Perm.," 230,016.00 ",Gov. Gen. South,,
5179824,5/8/2009,6/30/2009,ESP-I,Perm.," 235,764.00 ",Gov. Gen. South,,Step 2
5179824,7/1/2009,11/17/2009,ESP-I,Perm.," 290,124.00 ",Gov. Gen. South,,NBC 521
5179824,11/18/2009,12/31/2009,ESP-I,Perm.," 290,124.00 ",Mati North Dist.,,
5179824,1/1/2010,6/23/2010,ESP-I,Perm.," 290,124.00 ",Mati North Dist.,,
5179824,6/24/2010,12/31/2010,ESP-I,Perm.," 330,336.00 ",Mati North Dist.,,NBC 524
5179824,1/1/2011,5/31/2011,ESP-I,Perm.," 330,336.00 ",Mati North Dist.,,
5179824,6/1/2011,12/31/2011,SP-II,Perm.," 393,720.00 ",Mati North Dist.,,NBC 530
5179824,1/1/2012,5/31/2012,SP-II,Perm.," 393,720.00 ",Mati North Dist.,,
5179824,6/1/2012,12/31/2012,SP-II,Perm.," 438,804.00 ",Mati North Dist.,,NBC 540
5179824,1/1/2013,12/31/2013,SP-II,Perm.," 438,804.00 ",Mati North Dist.,,
5179824,1/1/2014,5/31/2014,SP-II,Perm.," 438,804.00 ",Mati North Dist.,,
5179824,6/1/2014,12/31/2014,SP-II,Perm.," 443,640.00 ",Mati North Dist.,,Step 2
5179824,1/1/2015,12/31/2015,SP-II,Perm.," 443,640.00 ",Mati North Dist.,,
5179824,1/1/2016,12/31/2016,SP-II,Perm.," 483,108.00 ",Mati North Dist.,,NBC 563
5179824,1/1/2017,5/31/2017,SP-II,Perm.," 526,092.00 ",Mati North Dist.,,NBC 568
5179824,6/1/2017,12/31/2017,SP-II,Perm.," 533,280.00 ",Mati North Dist.,,Step 3
5179824,1/1/2018,12/31/2018,SP-II,Perm.," 581,484.00 ",Mati North Dist.,,NBC 572
5179824,1/1/2019,12/31/2019,SP-II,Perm.," 634,056.00 ",Mati North Dist.,,NBC 575
5179824,1/1/2020,5/31/2020,SP-II,Perm.," 652,632.00 ",Mati North Dist.,,NBC 579
5179824,6/1/2020,12/31/2020,SP-II,Perm.," 662,976.00 ",Mati North Dist.,,Step 4
5179824,1/1/2021,12/26/2021,SP-II,Perm.," 681,552.00 ",Mati North Dist.,,NBC 584
5179824,12/27/2021,12/31/2021,SP-II,Perm.," 681,552.00 ",Lupon East Dist.,,Station Transfer
5179824,1/1/2022,12/31/2022,SP-II,Perm.," 700,128.00 ",Lupon East Dist.,,NBC 588
5179824,1/1/2023,Present,SP-II,Perm.," 718,704.00 ",Lupon East Dist.,,NBC 591
8300030,02/16/06,12/31/06,T-1,PERM," 144,312.00 ",Nangan H.S.,,
8300030,01/01/07,06/30/07,T-1,PERM," 119,268.00 ",Nangan H.S.,,
8300030,09/12/07,12/31/07,T-1,PERM," 131,196.00 ",Lupon East District,,NBC 511
8300030,01/01/08,06/30/08,T-1,PERM," 131,196.00 ",Lupon East District,,
8300030,07/01/08,12/31/08,T-1,PERM," 144,312.00 ",Lupon East District,,NBC 516
8300030,01/01/09,02/15/09,T-1,PERM," 144,312.00 ",Lupon East District,,SG-10 SG-11
8300030,02/16/09,06/30/09,T-1,PERM," 147,936.00 ",Lupon East District,,Step 2
8300030,07/01/09,12/31/10,T-1,PERM," 173,796.00 ",Lupon East District,,"NBC 521""A"""
8300030,01/01/10,06/23/10,T-1,PERM," 173,796.00 ",Lupon East District,,
8300030,06/24/10,12/31/10,T-1,PERM," 190,800.00 ",Lupon East District,,"NBC 524 ""A"""
8300030,01/01/11,05/31/11,T-1,PERM," 190,800.00 ",Lupon East District,,
8300030,06/01/11,12/31/11,T-1,PERM," 207,816.00 ",Lupon East District,,NBC 530
8300030,01/01/12,02/15/12,T-1,PERM," 207,816.00 ",Lupon East District,,
8300030,02/16/12,02/27/12,T-1,PERM," 210,480.00 ",Lupon East District,,Step 3
8300030,02/28/12,05/31/12,T-II,PERM," 219,996.00 ",Lupon East District,,Promoted to T-II
8300030,06/01/12,12/31/12,T-II,PERM," 239,280.00 ",Lupon East District,,NBC 540
8300030,01/01/13,12/31/13,T-II,PERM," 239,280.00 ",Lupon East District,,
8300030,01/01/14,12/31/14,T-II,PERM," 239,280.00 ",Lupon East District,,
8300030,01/01/15,02/27/15,T-II,PERM," 239,280.00 ",Lupon East District,,
8300030,02/28/15,12/31/15,T-II,PERM," 241,680.00 ",Lupon East District,,Step 2
8300030,01/01/16,12/31/16,T-II,PERM," 250,440.00 ",Lupon East District,,NBC 562
8300030,01/01/17,12/31/17,T-II,PERM," 259,512.00 ",Lupon East District,,NBC 568
8300030,01/01/17,02/27/18,T-II,PERM," 268,920.00 ",Lupon East District,,NBC 572
8300030,02/28/18,12/31/18,T-II,PERM," 272,088.00 ",Lupon East District,,Step 3
8300030,01/01/19,12/31/19,T-II,PERM," 282,120.00 ",Lupon East District,,NBC 575
8300030,01/01/20,12/31/20,T-II,PERM," 300,804.00 ",Lupon East District,,NBC 579
8300030,01/01/21,05/09/21,T-II,PERM," 319,488.00 ",Lupon East District,,NBC 584
8300030,05/10/21,12/31/21,T-II,PERM," 524,172.00 ",Lupon East District,,Promoted to MTI
8300030,01/01/22,12/31/22,T-II,PERM," 542,436.00 ",Lupon East District,,NBC 588
8300030,01/01/23,Present ,T-II,PERM," 560,700.00 ",Lupon East District,,NBC 591
