Employee No.,FROM,TO,Designation,Status, Annual Salary ,Station/Place of Assignment,L/V and ABS Without Pay,Separation Cause/d
5373410,1/1/2001,4/1/2001,SST - I,Subst.,"119,268.00",Tibanban NHS,,
5373410,10/1/2001,11/29/2001,SST - I,Subst.,"119,268.00",Sigaboy AVHS,,
5373410,12/1/2001,02/31/02,SST - I,Subst.,119.268.00,Sigaboy AVHS,,
5373410,6/1/2002,12/31/2002,SST - I,PARA,"45,000.00",Sigaboy AVHS,,
5373410,1/1/2003,3/3/2003,SST - I,PARA,"45,000.00",Sigaboy AVHS,,
5373410,6/1/2003,12/31/2003,SST - I,PARA,"45,000.00",Sigaboy AVHS,,
5373410,1/1/2004,3/31/2004,SST - I,PARA,"45,000.00",Sigaboy AVHS,,
5373410,9/29/2004,12/13/2004,Teacher - I,Permanent,"119,268.00",Sigaboy AVHS,,STEP - 1
5373410,1/1/2005,12/31/2005,Teacher - I,Permanent,"119,268.00",Sigaboy AVHS,,NBC 474
5373410,1/1/2005,12/31/2005,Teacher - I,Permanent,"119,268.00",Sigaboy AVHS,,
5373410,1/1/2006,12/31/2006,Teacher - I,Permanent,"119,268.00",Sigaboy AVHS,,
5373410,1/1/2007,6/30/2007,Teacher - I,Permanent,"119,268.00",Sigaboy AVHS,,
5373410,7/1/2007,12/31/2007,Teacher - I,Permanent,"131,196.00",Sigaboy AVHS,,STEP-2/NBC 511
5373410,1/1/2008,6/30/2008,Teacher - I,Permanent,"131,196.00",Sigaboy AVHS,,
5373410,7/1/2008,12/31/2008,Teacher - I,Permanent,"144,312.00",Sigaboy AVHS,, NBC 516
5373410,1/1/2009,6/30/2009,Teacher - I,Permanent,"144,312.00",Sigaboy AVHS,,
5373410,7/1/2009,12/31/2009,Teacher - I,Permanent,"173,796.00",Sigaboy AVHS,,NBC 521
5373410,1/1/2010,6/23/2010,Teacher - I,Permanent,"173,796.00",Sigaboy AVHS,,
5373410,6/24/2010,9/28/2010,Teacher - I,Permanent,"190,800.00",Sigaboy AVHS,,NBC 524
5373410,9/29/2010,12/31/2010,Teacher - I,Permanent,"193,884.00",Sigaboy AVHS,,Step 3
5373410,1/1/2011,5/31/2011,Teacher - I,Permanent,"190,800.00",Sigaboy AVHS,,
5373410,6/1/2011,5/1/2011,Teacher - I,Permanent,"190,800.00",Sigaboy AVHS,,
5373410,6/1/2011,12/31/2011,Teacher - I,Permanent,"210,480.00",Sigaboy AVHS,,NBC 530
5373410,1/1/2012,5/31/2012,Teacher - I,Permanent,"210,480.00",Sigaboy AVHS,,
5373410,6/1/2012,12/31/2012,Teacher - I,Permanent,"227,064.00",Sigaboy AVHS,,NBC 540
5373410,1/1/2013,9/28/2013,Teacher - I,Permanent,"227,064.00",Sigaboy AVHS,,
5373410,9/29/2013,12/31/2013,Teacher - I,Permanent,"229,332.00",Sigaboy AVHS,,Step 4
5373410,1/1/2014,12/31/2014,Teacher - I,Permanent,"229,332.00",Sigaboy AVHS,,
5373410,1/1/2015,12/31/2015,Teacher - I,Permanent,"229,332.00",Sigaboy AVHS,,
5373410,1/1/2016,9/28/2016,Teacher - I,Permanent,"236,508.00",Sigaboy AVHS,,NBC 562
5373410,9/29/2016,12/31/2016,Teacher - I,Permanent,"239,100.00",Sigaboy AVHS,,STEP 5
