Employee No.,FROM,TO,Designation,Status, Annual Salary ,Station/Place of Assignment,L/V and ABS Without Pay,Separation Cause/d
8323070,08/10/18,12/31/18,ADAS III,PERM.," 209,676.00 ",DR. BEATO CMNHS,,NBC 572
8323070,01/01/19,12/31/19,ADAS III,PERM.," 215,700.00 ",DR. BEATO CMNHS,,NBC 575
8323070,01/01/20,12/15/20,ADAS III,PERM.," 225,408.00 ",Baganga North Dist.,,NBC 579
8323070,12/16/20,12/13/20,AO II,PERM.," 267,792.00 ",Baganga North Dist.,,Promoted to AO II
8323070,01/01/21,12/31/21,AO II,PERM.," 286,524.00 ",Baganga North Dist.,,NBC 584
8323070,01/01/22,12/31/22,AO II,PERM.," 305,268.00 ",Baganga North Dist.,,NBC 588
8323070,01/01/23,TO PRESENT,AO II,PERM.," 324,000.00 ",Baganga North Dist.,,NBC 591
,,,,,,,,
,,,,,,,,
,,,,,, ,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
